filename,group
13123.npz,C 1 2 1 (No. 5)
13124.npz,P 1 21 1 (No. 4)
13125.npz,C 1 2 1 (No. 5)
13126.npz,P 1 21 1 (No. 4)
13127.npz,C 1 2 1 (No. 5)
13128.npz,C 1 2 1 (No. 5)
13129.npz,P 1 21 1 (No. 4)
13130.npz,C 1 2 1 (No. 5)
13131.npz,C 1 2 1 (No. 5)
13132.npz,C 1 2 1 (No. 5)
13133.npz,P 1 21 1 (No. 4)
13134.npz,P 1 21 1 (No. 4)
13135.npz,C 1 2 1 (No. 5)
13136.npz,C 1 2 1 (No. 5)
13137.npz,C 1 2 1 (No. 5)
13138.npz,P 1 21 1 (No. 4)
13139.npz,C 1 2 1 (No. 5)
13140.npz,P 1 21 1 (No. 4)
13141.npz,C 1 2 1 (No. 5)
13142.npz,P 1 21 1 (No. 4)
13143.npz,P 1 21 1 (No. 4)
13144.npz,P 1 21 1 (No. 4)
13145.npz,P 1 21 1 (No. 4)
13146.npz,C 1 2 1 (No. 5)
13147.npz,C 1 2 1 (No. 5)
13148.npz,P 1 21 1 (No. 4)
13149.npz,C 1 2 1 (No. 5)
13150.npz,P 1 21 1 (No. 4)
13151.npz,C 1 2 1 (No. 5)
13152.npz,P 1 21 1 (No. 4)
13153.npz,C 1 2 1 (No. 5)
13154.npz,P 1 21 1 (No. 4)
13155.npz,P 1 21 1 (No. 4)
13156.npz,C 1 2 1 (No. 5)
13157.npz,C 1 2 1 (No. 5)
13158.npz,P 1 21 1 (No. 4)
13159.npz,C 1 2 1 (No. 5)
13160.npz,P 1 21 1 (No. 4)
13161.npz,P 1 21 1 (No. 4)
13162.npz,P 1 21 1 (No. 4)
13163.npz,C 1 2 1 (No. 5)
13164.npz,P 1 21 1 (No. 4)
13165.npz,C 1 2 1 (No. 5)
13166.npz,C 1 2 1 (No. 5)
13167.npz,C 1 2 1 (No. 5)
13168.npz,C 1 2 1 (No. 5)
13169.npz,C 1 2 1 (No. 5)
13170.npz,C 1 2 1 (No. 5)
13171.npz,C 1 2 1 (No. 5)
13172.npz,P 1 21 1 (No. 4)
13173.npz,P 1 21 1 (No. 4)
13174.npz,P 1 21 1 (No. 4)
13175.npz,C 1 2 1 (No. 5)
13176.npz,P 1 21 1 (No. 4)
13177.npz,C 1 2 1 (No. 5)
13178.npz,C 1 2 1 (No. 5)
13179.npz,C 1 2 1 (No. 5)
13180.npz,P 1 21 1 (No. 4)
13181.npz,P 1 21 1 (No. 4)
13182.npz,C 1 2 1 (No. 5)
13183.npz,C 1 2 1 (No. 5)
13184.npz,P 1 21 1 (No. 4)
13185.npz,P 1 21 1 (No. 4)
13186.npz,P 1 21 1 (No. 4)
13187.npz,P 1 21 1 (No. 4)
13188.npz,C 1 2 1 (No. 5)
13189.npz,P 1 21 1 (No. 4)
13190.npz,P 1 21 1 (No. 4)
13191.npz,P 1 21 1 (No. 4)
13192.npz,P 1 21 1 (No. 4)
13193.npz,P 1 21 1 (No. 4)
13194.npz,P 1 21 1 (No. 4)
13195.npz,P 1 21 1 (No. 4)
13196.npz,C 1 2 1 (No. 5)
13197.npz,P 1 21 1 (No. 4)
13198.npz,P 1 21 1 (No. 4)
13199.npz,C 1 2 1 (No. 5)
13200.npz,C 1 2 1 (No. 5)
13201.npz,P 1 21 1 (No. 4)
13202.npz,C 1 2 1 (No. 5)
13203.npz,C 1 2 1 (No. 5)
13204.npz,C 1 2 1 (No. 5)
13205.npz,C 1 2 1 (No. 5)
13206.npz,P 1 21 1 (No. 4)
13207.npz,C 1 2 1 (No. 5)
13208.npz,C 1 2 1 (No. 5)
13209.npz,P 1 21 1 (No. 4)
13210.npz,P 1 21 1 (No. 4)
13211.npz,C 1 2 1 (No. 5)
13212.npz,P 1 21 1 (No. 4)
13213.npz,P 1 21 1 (No. 4)
13214.npz,P 1 21 1 (No. 4)
13215.npz,P 1 21 1 (No. 4)
13216.npz,P 1 21 1 (No. 4)
13217.npz,P 1 21 1 (No. 4)
13218.npz,P 1 21 1 (No. 4)
13219.npz,P 1 21 1 (No. 4)
13220.npz,P 1 21 1 (No. 4)
13221.npz,P 1 21 1 (No. 4)
13222.npz,C 1 2 1 (No. 5)
13223.npz,C 1 2 1 (No. 5)
13224.npz,P 1 21 1 (No. 4)
13225.npz,P 1 21 1 (No. 4)
13226.npz,P 1 21 1 (No. 4)
13227.npz,P 1 21 1 (No. 4)
13228.npz,P 1 21 1 (No. 4)
13229.npz,P 1 21 1 (No. 4)
13230.npz,P 1 21 1 (No. 4)
13231.npz,P 1 21 1 (No. 4)
13232.npz,P 1 21 1 (No. 4)
13233.npz,P 1 21 1 (No. 4)
13234.npz,P 1 21 1 (No. 4)
13235.npz,P 1 21 1 (No. 4)
13236.npz,C 1 2 1 (No. 5)
13237.npz,P 1 21 1 (No. 4)
13238.npz,P 1 21 1 (No. 4)
13239.npz,P 1 21 1 (No. 4)
13240.npz,C 1 2 1 (No. 5)
13241.npz,C 1 2 1 (No. 5)
13242.npz,C 1 2 1 (No. 5)
13243.npz,C 1 2 1 (No. 5)
13244.npz,C 1 2 1 (No. 5)
13245.npz,C 1 2 1 (No. 5)
13246.npz,P 1 21 1 (No. 4)
13247.npz,P 1 21 1 (No. 4)
13248.npz,P 1 21 1 (No. 4)
13249.npz,C 1 2 1 (No. 5)
13250.npz,P 1 21 1 (No. 4)
13251.npz,P 1 21 1 (No. 4)
13252.npz,P 1 21 1 (No. 4)
13253.npz,P 1 21 1 (No. 4)
13254.npz,P 1 21 1 (No. 4)
13255.npz,C 1 2 1 (No. 5)
13256.npz,P 1 21 1 (No. 4)
13257.npz,C 1 2 1 (No. 5)
13258.npz,C 1 2 1 (No. 5)
13259.npz,C 1 2 1 (No. 5)
13260.npz,C 1 2 1 (No. 5)
13261.npz,P 1 21 1 (No. 4)
13262.npz,P 1 21 1 (No. 4)
13263.npz,P 1 21 1 (No. 4)
13264.npz,C 1 2 1 (No. 5)
13265.npz,P 1 21 1 (No. 4)
13266.npz,P 1 21 1 (No. 4)
13267.npz,C 1 2 1 (No. 5)
13268.npz,P 1 21 1 (No. 4)
13269.npz,P 1 21 1 (No. 4)
13270.npz,P 1 21 1 (No. 4)
13271.npz,P 1 21 1 (No. 4)
13272.npz,P 1 21 1 (No. 4)
13273.npz,C 1 2 1 (No. 5)
13274.npz,C 1 2 1 (No. 5)
13275.npz,P 1 21 1 (No. 4)
13276.npz,P 1 21 1 (No. 4)
13277.npz,C 1 2 1 (No. 5)
13278.npz,C 1 2 1 (No. 5)
13279.npz,P 1 21 1 (No. 4)
13280.npz,P 1 21 1 (No. 4)
13281.npz,P 1 21 1 (No. 4)
13282.npz,P 1 21 1 (No. 4)
13283.npz,C 1 2 1 (No. 5)
13284.npz,C 1 2 1 (No. 5)
13285.npz,P 1 21 1 (No. 4)
13286.npz,C 1 2 1 (No. 5)
13287.npz,C 1 2 1 (No. 5)
13288.npz,P 1 21 1 (No. 4)
13289.npz,P 1 21 1 (No. 4)
13290.npz,C 1 2 1 (No. 5)
13291.npz,P 1 21 1 (No. 4)
13292.npz,P 1 21 1 (No. 4)
13293.npz,C 1 2 1 (No. 5)
13294.npz,P 1 21 1 (No. 4)
13295.npz,C 1 2 1 (No. 5)
13296.npz,C 1 2 1 (No. 5)
13297.npz,P 1 21 1 (No. 4)
13298.npz,C 1 2 1 (No. 5)
13299.npz,C 1 2 1 (No. 5)
13300.npz,C 1 2 1 (No. 5)
13301.npz,P 1 21 1 (No. 4)
13302.npz,P 1 21 1 (No. 4)
13303.npz,C 1 2 1 (No. 5)
13304.npz,C 1 2 1 (No. 5)
13305.npz,P 1 21 1 (No. 4)
13306.npz,P 1 21 1 (No. 4)
13307.npz,C 1 2 1 (No. 5)
13308.npz,C 1 2 1 (No. 5)
13309.npz,C 1 2 1 (No. 5)
13310.npz,C 1 2 1 (No. 5)
13311.npz,P 1 21 1 (No. 4)
13312.npz,P 1 21 1 (No. 4)
13313.npz,C 1 2 1 (No. 5)
13314.npz,P 1 21 1 (No. 4)
13315.npz,P 1 21 1 (No. 4)
13316.npz,P 1 21 1 (No. 4)
13317.npz,P 1 21 1 (No. 4)
13318.npz,P 1 21 1 (No. 4)
13319.npz,P 1 21 1 (No. 4)
13320.npz,C 1 2 1 (No. 5)
13321.npz,C 1 2 1 (No. 5)
13322.npz,C 1 2 1 (No. 5)
13323.npz,C 1 2 1 (No. 5)
13324.npz,C 1 2 1 (No. 5)
13325.npz,C 1 2 1 (No. 5)
13326.npz,C 1 2 1 (No. 5)
13327.npz,C 1 2 1 (No. 5)
13328.npz,P 1 21 1 (No. 4)
13329.npz,C 1 2 1 (No. 5)
13330.npz,C 1 2 1 (No. 5)
13331.npz,C 1 2 1 (No. 5)
13332.npz,P 1 21 1 (No. 4)
13333.npz,C 1 2 1 (No. 5)
13334.npz,P 1 21 1 (No. 4)
13335.npz,P 1 21 1 (No. 4)
13336.npz,P 1 21 1 (No. 4)
13337.npz,C 1 2 1 (No. 5)
13338.npz,C 1 2 1 (No. 5)
13339.npz,C 1 2 1 (No. 5)
13340.npz,C 1 2 1 (No. 5)
13341.npz,P 1 21 1 (No. 4)
13342.npz,C 1 2 1 (No. 5)
13343.npz,P 1 21 1 (No. 4)
13344.npz,C 1 2 1 (No. 5)
13345.npz,C 1 2 1 (No. 5)
13346.npz,C 1 2 1 (No. 5)
13347.npz,P 1 21 1 (No. 4)
13348.npz,P 1 21 1 (No. 4)
13349.npz,P 1 21 1 (No. 4)
13350.npz,P 1 21 1 (No. 4)
13351.npz,C 1 2 1 (No. 5)
13352.npz,P 1 21 1 (No. 4)
13353.npz,C 1 2 1 (No. 5)
13354.npz,C 1 2 1 (No. 5)
13355.npz,P 1 21 1 (No. 4)
13356.npz,P 1 21 1 (No. 4)
13357.npz,C 1 2 1 (No. 5)
13358.npz,C 1 2 1 (No. 5)
13359.npz,C 1 2 1 (No. 5)
13360.npz,P 1 21 1 (No. 4)
13361.npz,P 1 21 1 (No. 4)
13362.npz,C 1 2 1 (No. 5)
13363.npz,P 1 21 1 (No. 4)
13364.npz,P 1 21 1 (No. 4)
13365.npz,P 1 21 1 (No. 4)
13366.npz,C 1 2 1 (No. 5)
13367.npz,P 1 21 1 (No. 4)
13368.npz,C 1 2 1 (No. 5)
13369.npz,C 1 2 1 (No. 5)
13370.npz,C 1 2 1 (No. 5)
13371.npz,C 1 2 1 (No. 5)
13372.npz,P 1 21 1 (No. 4)
13373.npz,P 1 21 1 (No. 4)
13374.npz,C 1 2 1 (No. 5)
13375.npz,C 1 2 1 (No. 5)
13376.npz,C 1 2 1 (No. 5)
13377.npz,C 1 2 1 (No. 5)
13378.npz,C 1 2 1 (No. 5)
13379.npz,C 1 2 1 (No. 5)
13380.npz,P 1 21 1 (No. 4)
13381.npz,P 1 21 1 (No. 4)
13382.npz,C 1 2 1 (No. 5)
13383.npz,C 1 2 1 (No. 5)
13384.npz,C 1 2 1 (No. 5)
13385.npz,P 1 21 1 (No. 4)
13386.npz,P 1 21 1 (No. 4)
13387.npz,P 1 21 1 (No. 4)
13388.npz,C 1 2 1 (No. 5)
13389.npz,C 1 2 1 (No. 5)
13390.npz,P 1 21 1 (No. 4)
13391.npz,C 1 2 1 (No. 5)
13392.npz,C 1 2 1 (No. 5)
13393.npz,P 1 21 1 (No. 4)
13394.npz,C 1 2 1 (No. 5)
13395.npz,P 1 21 1 (No. 4)
13396.npz,C 1 2 1 (No. 5)
13397.npz,C 1 2 1 (No. 5)
13398.npz,C 1 2 1 (No. 5)
13399.npz,P 1 21 1 (No. 4)
13400.npz,C 1 2 1 (No. 5)
13401.npz,C 1 2 1 (No. 5)
13402.npz,C 1 2 1 (No. 5)
13403.npz,P 1 21 1 (No. 4)
13404.npz,P 1 21 1 (No. 4)
13405.npz,C 1 2 1 (No. 5)
13406.npz,P 1 21 1 (No. 4)
13407.npz,C 1 2 1 (No. 5)
13408.npz,P 1 21 1 (No. 4)
13409.npz,P 1 21 1 (No. 4)
13410.npz,P 1 21 1 (No. 4)
13411.npz,C 1 2 1 (No. 5)
13412.npz,C 1 2 1 (No. 5)
13413.npz,C 1 2 1 (No. 5)
13414.npz,P 1 21 1 (No. 4)
13415.npz,C 1 2 1 (No. 5)
13416.npz,C 1 2 1 (No. 5)
13417.npz,C 1 2 1 (No. 5)
13418.npz,P 1 21 1 (No. 4)
13419.npz,C 1 2 1 (No. 5)
13420.npz,C 1 2 1 (No. 5)
13421.npz,P 1 21 1 (No. 4)
13422.npz,P 1 21 1 (No. 4)
13423.npz,P 1 21 1 (No. 4)
13424.npz,P 1 21 1 (No. 4)
13425.npz,P 1 21 1 (No. 4)
13426.npz,P 1 21 1 (No. 4)
13427.npz,C 1 2 1 (No. 5)
13428.npz,P 1 21 1 (No. 4)
13429.npz,P 1 21 1 (No. 4)
13430.npz,C 1 2 1 (No. 5)
13431.npz,P 1 21 1 (No. 4)
13432.npz,P 1 21 1 (No. 4)
13433.npz,C 1 2 1 (No. 5)
13434.npz,C 1 2 1 (No. 5)
13435.npz,C 1 2 1 (No. 5)
13436.npz,C 1 2 1 (No. 5)
13437.npz,P 1 21 1 (No. 4)
13438.npz,C 1 2 1 (No. 5)
13439.npz,P 1 21 1 (No. 4)
13440.npz,C 1 2 1 (No. 5)
13441.npz,C 1 2 1 (No. 5)
13442.npz,C 1 2 1 (No. 5)
13443.npz,C 1 2 1 (No. 5)
13444.npz,C 1 2 1 (No. 5)
13445.npz,C 1 2 1 (No. 5)
13446.npz,P 1 21 1 (No. 4)
13447.npz,P 1 21 1 (No. 4)
13448.npz,C 1 2 1 (No. 5)
13449.npz,C 1 2 1 (No. 5)
13450.npz,C 1 2 1 (No. 5)
13451.npz,C 1 2 1 (No. 5)
13452.npz,C 1 2 1 (No. 5)
13453.npz,C 1 2 1 (No. 5)
13454.npz,P 1 21 1 (No. 4)
13455.npz,C 1 2 1 (No. 5)
13456.npz,P 1 21 1 (No. 4)
13457.npz,P 1 21 1 (No. 4)
13458.npz,P 1 21 1 (No. 4)
13459.npz,C 1 2 1 (No. 5)
13460.npz,C 1 2 1 (No. 5)
13461.npz,C 1 2 1 (No. 5)
13462.npz,P 1 21 1 (No. 4)
13463.npz,C 1 2 1 (No. 5)
13464.npz,C 1 2 1 (No. 5)
13465.npz,P 1 21 1 (No. 4)
13466.npz,C 1 2 1 (No. 5)
13467.npz,P 1 21 1 (No. 4)
13468.npz,P 1 21 1 (No. 4)
13469.npz,P 1 21 1 (No. 4)
13470.npz,C 1 2 1 (No. 5)
13471.npz,C 1 2 1 (No. 5)
13472.npz,C 1 2 1 (No. 5)
13473.npz,C 1 2 1 (No. 5)
13474.npz,C 1 2 1 (No. 5)
13475.npz,P 1 21 1 (No. 4)
13476.npz,C 1 2 1 (No. 5)
13477.npz,C 1 2 1 (No. 5)
13478.npz,P 1 21 1 (No. 4)
13479.npz,C 1 2 1 (No. 5)
13480.npz,C 1 2 1 (No. 5)
13481.npz,C 1 2 1 (No. 5)
13482.npz,C 1 2 1 (No. 5)
13483.npz,P 1 21 1 (No. 4)
13484.npz,P 1 21 1 (No. 4)
13485.npz,P 1 21 1 (No. 4)
13486.npz,C 1 2 1 (No. 5)
13487.npz,P 1 21 1 (No. 4)
13488.npz,C 1 2 1 (No. 5)
13489.npz,C 1 2 1 (No. 5)
13490.npz,C 1 2 1 (No. 5)
13491.npz,C 1 2 1 (No. 5)
13492.npz,C 1 2 1 (No. 5)
13493.npz,P 1 21 1 (No. 4)
13494.npz,P 1 21 1 (No. 4)
13495.npz,P 1 21 1 (No. 4)
13496.npz,C 1 2 1 (No. 5)
13497.npz,P 1 21 1 (No. 4)
13498.npz,P 1 21 1 (No. 4)
13499.npz,P 1 21 1 (No. 4)
13500.npz,P 1 21 1 (No. 4)
13501.npz,P 1 21 1 (No. 4)
13502.npz,C 1 2 1 (No. 5)
13503.npz,C 1 2 1 (No. 5)
13504.npz,C 1 2 1 (No. 5)
13505.npz,C 1 2 1 (No. 5)
13506.npz,C 1 2 1 (No. 5)
13507.npz,C 1 2 1 (No. 5)
13508.npz,P 1 21 1 (No. 4)
13509.npz,C 1 2 1 (No. 5)
13510.npz,P 1 21 1 (No. 4)
13511.npz,P 1 21 1 (No. 4)
13512.npz,C 1 2 1 (No. 5)
13513.npz,C 1 2 1 (No. 5)
13514.npz,P 1 21 1 (No. 4)
13515.npz,C 1 2 1 (No. 5)
13516.npz,C 1 2 1 (No. 5)
13517.npz,C 1 2 1 (No. 5)
13518.npz,P 1 21 1 (No. 4)
13519.npz,C 1 2 1 (No. 5)
13520.npz,C 1 2 1 (No. 5)
13521.npz,P 1 21 1 (No. 4)
13522.npz,C 1 2 1 (No. 5)
13523.npz,P 1 21 1 (No. 4)
13524.npz,C 1 2 1 (No. 5)
13525.npz,P 1 21 1 (No. 4)
13526.npz,C 1 2 1 (No. 5)
13527.npz,C 1 2 1 (No. 5)
13528.npz,C 1 2 1 (No. 5)
13529.npz,C 1 2 1 (No. 5)
13530.npz,C 1 2 1 (No. 5)
13531.npz,P 1 21 1 (No. 4)
13532.npz,C 1 2 1 (No. 5)
13533.npz,C 1 2 1 (No. 5)
13534.npz,C 1 2 1 (No. 5)
13535.npz,P 1 21 1 (No. 4)
13536.npz,P 1 21 1 (No. 4)
13537.npz,C 1 2 1 (No. 5)
13538.npz,P 1 21 1 (No. 4)
13539.npz,C 1 2 1 (No. 5)
13540.npz,C 1 2 1 (No. 5)
13541.npz,C 1 2 1 (No. 5)
13542.npz,C 1 2 1 (No. 5)
13543.npz,P 1 21 1 (No. 4)
13544.npz,P 1 21 1 (No. 4)
13545.npz,C 1 2 1 (No. 5)
13546.npz,C 1 2 1 (No. 5)
13547.npz,P 1 21 1 (No. 4)
13548.npz,C 1 2 1 (No. 5)
13549.npz,C 1 2 1 (No. 5)
13550.npz,C 1 2 1 (No. 5)
13551.npz,P 1 21 1 (No. 4)
13552.npz,P 1 21 1 (No. 4)
13553.npz,C 1 2 1 (No. 5)
13554.npz,P 1 21 1 (No. 4)
13555.npz,P 1 21 1 (No. 4)
13556.npz,P 1 21 1 (No. 4)
13557.npz,C 1 2 1 (No. 5)
13558.npz,P 1 21 1 (No. 4)
13559.npz,C 1 2 1 (No. 5)
13560.npz,C 1 2 1 (No. 5)
13561.npz,C 1 2 1 (No. 5)
13562.npz,P 1 21 1 (No. 4)
13563.npz,C 1 2 1 (No. 5)
13564.npz,P 1 21 1 (No. 4)
13565.npz,C 1 2 1 (No. 5)
13566.npz,P 1 21 1 (No. 4)
13567.npz,P 1 21 1 (No. 4)
13568.npz,P 1 21 1 (No. 4)
13569.npz,C 1 2 1 (No. 5)
13570.npz,P 1 21 1 (No. 4)
13571.npz,P 1 21 1 (No. 4)
13572.npz,P 1 21 1 (No. 4)
13573.npz,C 1 2 1 (No. 5)
13574.npz,C 1 2 1 (No. 5)
13575.npz,C 1 2 1 (No. 5)
13576.npz,C 1 2 1 (No. 5)
13577.npz,C 1 2 1 (No. 5)
13578.npz,C 1 2 1 (No. 5)
13579.npz,C 1 2 1 (No. 5)
13580.npz,P 1 21 1 (No. 4)
13581.npz,C 1 2 1 (No. 5)
13582.npz,C 1 2 1 (No. 5)
13583.npz,C 1 2 1 (No. 5)
13584.npz,P 1 21 1 (No. 4)
13585.npz,P 1 21 1 (No. 4)
13586.npz,C 1 2 1 (No. 5)
13587.npz,P 1 21 1 (No. 4)
13588.npz,C 1 2 1 (No. 5)
13589.npz,P 1 21 1 (No. 4)
13590.npz,C 1 2 1 (No. 5)
13591.npz,C 1 2 1 (No. 5)
13592.npz,C 1 2 1 (No. 5)
13593.npz,P 1 21 1 (No. 4)
13594.npz,C 1 2 1 (No. 5)
13595.npz,P 1 21 1 (No. 4)
13596.npz,P 1 21 1 (No. 4)
13597.npz,C 1 2 1 (No. 5)
13598.npz,P 1 21 1 (No. 4)
13599.npz,P 1 21 1 (No. 4)
13600.npz,P 1 21 1 (No. 4)
13601.npz,C 1 2 1 (No. 5)
13602.npz,P 1 21 1 (No. 4)
13603.npz,C 1 2 1 (No. 5)
13604.npz,C 1 2 1 (No. 5)
13605.npz,C 1 2 1 (No. 5)
13606.npz,C 1 2 1 (No. 5)
13607.npz,C 1 2 1 (No. 5)
13608.npz,P 1 21 1 (No. 4)
13609.npz,C 1 2 1 (No. 5)
13610.npz,C 1 2 1 (No. 5)
13611.npz,P 1 21 1 (No. 4)
13612.npz,C 1 2 1 (No. 5)
13613.npz,P 1 21 1 (No. 4)
13614.npz,C 1 2 1 (No. 5)
13615.npz,P 1 21 1 (No. 4)
13616.npz,P 1 21 1 (No. 4)
13617.npz,C 1 2 1 (No. 5)
13618.npz,P 1 21 1 (No. 4)
13619.npz,P 1 21 1 (No. 4)
13620.npz,P 1 21 1 (No. 4)
13621.npz,P 1 21 1 (No. 4)
13622.npz,P 1 21 1 (No. 4)
13623.npz,C 1 2 1 (No. 5)
13624.npz,C 1 2 1 (No. 5)
13625.npz,P 1 21 1 (No. 4)
13626.npz,P 1 21 1 (No. 4)
13627.npz,C 1 2 1 (No. 5)
13628.npz,C 1 2 1 (No. 5)
13629.npz,P 1 21 1 (No. 4)
13630.npz,C 1 2 1 (No. 5)
13631.npz,P 1 21 1 (No. 4)
13632.npz,C 1 2 1 (No. 5)
13633.npz,P 1 21 1 (No. 4)
13634.npz,P 1 21 1 (No. 4)
13635.npz,C 1 2 1 (No. 5)
13636.npz,P 1 21 1 (No. 4)
13637.npz,P 1 21 1 (No. 4)
13638.npz,P 1 21 1 (No. 4)
13639.npz,C 1 2 1 (No. 5)
13640.npz,P 1 21 1 (No. 4)
13641.npz,P 1 21 1 (No. 4)
13642.npz,C 1 2 1 (No. 5)
13643.npz,P 1 21 1 (No. 4)
13644.npz,C 1 2 1 (No. 5)
13645.npz,C 1 2 1 (No. 5)
13646.npz,P 1 21 1 (No. 4)
13647.npz,P 1 21 1 (No. 4)
13648.npz,C 1 2 1 (No. 5)
13649.npz,C 1 2 1 (No. 5)
13650.npz,P 1 21 1 (No. 4)
13651.npz,P 1 21 1 (No. 4)
13652.npz,C 1 2 1 (No. 5)
13653.npz,P 1 21 1 (No. 4)
13654.npz,C 1 2 1 (No. 5)
13655.npz,P 1 21 1 (No. 4)
13656.npz,P 1 21 1 (No. 4)
13657.npz,C 1 2 1 (No. 5)
13658.npz,P 1 21 1 (No. 4)
13659.npz,P 1 21 1 (No. 4)
13660.npz,C 1 2 1 (No. 5)
13661.npz,P 1 21 1 (No. 4)
13662.npz,C 1 2 1 (No. 5)
13663.npz,C 1 2 1 (No. 5)
13664.npz,P 1 21 1 (No. 4)
13665.npz,P 1 21 1 (No. 4)
13666.npz,C 1 2 1 (No. 5)
13667.npz,C 1 2 1 (No. 5)
13668.npz,P 1 21 1 (No. 4)
13669.npz,C 1 2 1 (No. 5)
13670.npz,C 1 2 1 (No. 5)
13671.npz,C 1 2 1 (No. 5)
13672.npz,P 1 21 1 (No. 4)
13673.npz,C 1 2 1 (No. 5)
13674.npz,C 1 2 1 (No. 5)
13675.npz,C 1 2 1 (No. 5)
13676.npz,P 1 21 1 (No. 4)
13677.npz,C 1 2 1 (No. 5)
13678.npz,C 1 2 1 (No. 5)
13679.npz,P 1 21 1 (No. 4)
13680.npz,C 1 2 1 (No. 5)
13681.npz,C 1 2 1 (No. 5)
13682.npz,P 1 21 1 (No. 4)
13683.npz,C 1 2 1 (No. 5)
13684.npz,P 1 21 1 (No. 4)
13685.npz,P 1 21 1 (No. 4)
13686.npz,P 1 21 1 (No. 4)
13687.npz,P 1 21 1 (No. 4)
13688.npz,C 1 2 1 (No. 5)
13689.npz,C 1 2 1 (No. 5)
13690.npz,C 1 2 1 (No. 5)
13691.npz,C 1 2 1 (No. 5)
13692.npz,C 1 2 1 (No. 5)
13693.npz,C 1 2 1 (No. 5)
13694.npz,C 1 2 1 (No. 5)
13695.npz,C 1 2 1 (No. 5)
13696.npz,P 1 21 1 (No. 4)
13697.npz,C 1 2 1 (No. 5)
13698.npz,P 1 21 1 (No. 4)
13699.npz,P 1 21 1 (No. 4)
13700.npz,P 1 21 1 (No. 4)
13701.npz,P 1 21 1 (No. 4)
13702.npz,P 1 21 1 (No. 4)
13703.npz,C 1 2 1 (No. 5)
13704.npz,C 1 2 1 (No. 5)
13705.npz,P 1 21 1 (No. 4)
13706.npz,P 1 21 1 (No. 4)
13707.npz,P 1 21 1 (No. 4)
13708.npz,P 1 21 1 (No. 4)
13709.npz,P 1 21 1 (No. 4)
13710.npz,C 1 2 1 (No. 5)
13711.npz,C 1 2 1 (No. 5)
13712.npz,C 1 2 1 (No. 5)
13713.npz,P 1 21 1 (No. 4)
13714.npz,C 1 2 1 (No. 5)
13715.npz,C 1 2 1 (No. 5)
13716.npz,C 1 2 1 (No. 5)
13717.npz,C 1 2 1 (No. 5)
13718.npz,C 1 2 1 (No. 5)
13719.npz,C 1 2 1 (No. 5)
13720.npz,C 1 2 1 (No. 5)
13721.npz,C 1 2 1 (No. 5)
13722.npz,C 1 2 1 (No. 5)
13723.npz,P 1 21 1 (No. 4)
13724.npz,P 1 21 1 (No. 4)
13725.npz,C 1 2 1 (No. 5)
13726.npz,P 1 21 1 (No. 4)
13727.npz,P 1 21 1 (No. 4)
13728.npz,C 1 2 1 (No. 5)
13729.npz,C 1 2 1 (No. 5)
13730.npz,C 1 2 1 (No. 5)
13731.npz,C 1 2 1 (No. 5)
13732.npz,C 1 2 1 (No. 5)
13733.npz,P 1 21 1 (No. 4)
13734.npz,C 1 2 1 (No. 5)
13735.npz,C 1 2 1 (No. 5)
13736.npz,C 1 2 1 (No. 5)
13737.npz,C 1 2 1 (No. 5)
13738.npz,P 1 21 1 (No. 4)
13739.npz,P 1 21 1 (No. 4)
13740.npz,P 1 21 1 (No. 4)
13741.npz,C 1 2 1 (No. 5)
13742.npz,C 1 2 1 (No. 5)
13743.npz,C 1 2 1 (No. 5)
13744.npz,C 1 2 1 (No. 5)
13745.npz,C 1 2 1 (No. 5)
13746.npz,P 1 21 1 (No. 4)
13747.npz,P 1 21 1 (No. 4)
13748.npz,C 1 2 1 (No. 5)
13749.npz,P 1 21 1 (No. 4)
13750.npz,C 1 2 1 (No. 5)
13751.npz,C 1 2 1 (No. 5)
13752.npz,C 1 2 1 (No. 5)
13753.npz,P 1 21 1 (No. 4)
13754.npz,C 1 2 1 (No. 5)
13755.npz,C 1 2 1 (No. 5)
13756.npz,C 1 2 1 (No. 5)
13757.npz,C 1 2 1 (No. 5)
13758.npz,P 1 21 1 (No. 4)
13759.npz,C 1 2 1 (No. 5)
13760.npz,C 1 2 1 (No. 5)
13761.npz,P 1 21 1 (No. 4)
13762.npz,C 1 2 1 (No. 5)
13763.npz,C 1 2 1 (No. 5)
13764.npz,P 1 21 1 (No. 4)
13765.npz,C 1 2 1 (No. 5)
13766.npz,P 1 21 1 (No. 4)
13767.npz,P 1 21 1 (No. 4)
13768.npz,P 1 21 1 (No. 4)
13769.npz,C 1 2 1 (No. 5)
13770.npz,P 1 21 1 (No. 4)
13771.npz,C 1 2 1 (No. 5)
13772.npz,C 1 2 1 (No. 5)
13773.npz,C 1 2 1 (No. 5)
13774.npz,P 1 21 1 (No. 4)
13775.npz,C 1 2 1 (No. 5)
13776.npz,C 1 2 1 (No. 5)
13777.npz,C 1 2 1 (No. 5)
13778.npz,P 1 21 1 (No. 4)
13779.npz,P 1 21 1 (No. 4)
13780.npz,P 1 21 1 (No. 4)
13781.npz,P 1 21 1 (No. 4)
13782.npz,P 1 21 1 (No. 4)
13783.npz,C 1 2 1 (No. 5)
13784.npz,C 1 2 1 (No. 5)
13785.npz,P 1 21 1 (No. 4)
13786.npz,P 1 21 1 (No. 4)
13787.npz,P 1 21 1 (No. 4)
13788.npz,C 1 2 1 (No. 5)
